Date,Region,Person,Product,Category,Quantity,UnitPrice,TotalSales,DayOfWeek,Month,Quarter
2025-02-07,北海道,田中太郎,製品E,追加オプション,2,24702,49404,Friday,2,1
2025-02-07,関東,中村愛,サービスY,保守,1,120560,120560,Friday,2,1
2025-02-07,関東,佐藤花子,サービスX,保守,2,205440,410880,Friday,2,1
2025-02-07,北海道,鈴木一郎,製品C,サブスク,4,41164,164656,Friday,2,1
2025-02-07,東北,山本大輔,サービスX,保守,4,194707,778828,Friday,2,1
2025-02-07,四国,山本大輔,製品A,サブスク,5,46141,230705,Friday,2,1
2025-02-07,関東,渡辺さくら,製品B,単発,4,70487,281948,Friday,2,1
2025-02-07,関東,鈴木一郎,製品E,追加オプション,3,33353,100059,Friday,2,1
2025-02-07,近畿,佐藤花子,製品C,サブスク,4,42435,169740,Friday,2,1
2025-02-07,関東,山本大輔,サービスX,保守,4,167410,669640,Friday,2,1
2025-02-07,関東,中村愛,サービスX,保守,1,152067,152067,Friday,2,1
2025-02-07,東北,渡辺さくら,製品D,単発,2,132780,265560,Friday,2,1
2025-02-07,近畿,高橋美咲,製品A,サブスク,3,43750,131250,Friday,2,1
2025-02-07,関東,高橋美咲,製品A,サブスク,5,45251,226255,Friday,2,1
2025-02-07,関東,佐藤花子,サービスY,保守,3,168007,504021,Friday,2,1
2025-02-07,中部,中村愛,製品E,追加オプション,3,20327,60981,Friday,2,1
2025-02-07,関東,田中太郎,製品E,追加オプション,1,22934,22934,Friday,2,1
2025-02-07,関東,伊藤健太,製品E,追加オプション,5,23534,117670,Friday,2,1
2025-02-07,東北,山本大輔,製品D,単発,1,80196,80196,Friday,2,1
2025-02-07,中部,高橋美咲,製品B,単発,1,89371,89371,Friday,2,1
2025-02-07,東北,高橋美咲,製品C,サブスク,3,37421,112263,Friday,2,1
2025-02-07,東北,田中太郎,製品A,サブスク,3,50714,152142,Friday,2,1
2025-02-07,東北,渡辺さくら,サービスX,保守,5,199462,997310,Friday,2,1
2025-02-07,関東,田中太郎,サービスX,保守,3,163853,491559,Friday,2,1
2025-02-08,東北,佐藤花子,サービスY,保守,3,81285,243855,Saturday,2,1
2025-02-08,中部,高橋美咲,製品B,単発,2,42462,84924,Saturday,2,1
2025-02-08,中部,田中太郎,サービスY,保守,4,68896,275584,Saturday,2,1
2025-02-08,北海道,田中太郎,製品C,サブスク,3,26707,80121,Saturday,2,1
2025-02-08,近畿,伊藤健太,製品B,単発,4,29885,119540,Saturday,2,1
2025-02-08,関東,鈴木一郎,製品B,単発,4,44474,177896,Saturday,2,1
2025-02-08,関東,田中太郎,製品B,単発,3,50735,152205,Saturday,2,1
2025-02-08,中部,伊藤健太,製品A,サブスク,4,26452,105808,Saturday,2,1
2025-02-08,中部,高橋美咲,製品C,サブスク,3,23582,70746,Saturday,2,1
2025-02-08,中部,鈴木一郎,サービスY,保守,1,62034,62034,Saturday,2,1
2025-02-08,近畿,佐藤花子,サービスY,保守,5,101633,508165,Saturday,2,1
2025-02-08,関東,山本大輔,製品B,単発,1,29359,29359,Saturday,2,1
2025-02-08,北海道,中村愛,サービスX,保守,1,94213,94213,Saturday,2,1
2025-02-08,関東,伊藤健太,製品E,追加オプション,1,15569,15569,Saturday,2,1
2025-02-08,近畿,高橋美咲,製品C,サブスク,3,18799,56397,Saturday,2,1
2025-02-08,近畿,鈴木一郎,サービスX,保守,2,61783,123566,Saturday,2,1
2025-02-08,近畿,中村愛,製品C,サブスク,5,17454,87270,Saturday,2,1
2025-02-08,中部,高橋美咲,サービスX,保守,3,125086,375258,Saturday,2,1
2025-02-08,九州,高橋美咲,サービスY,保守,5,62644,313220,Saturday,2,1
2025-02-08,関東,佐藤花子,サービスY,保守,4,81857,327428,Saturday,2,1
2025-02-08,近畿,中村愛,サービスY,保守,4,72388,289552,Saturday,2,1
2025-02-08,関東,渡辺さくら,製品D,単発,1,51021,51021,Saturday,2,1
2025-02-08,関東,中村愛,サービスY,保守,2,90616,181232,Saturday,2,1
2025-02-08,関東,佐藤花子,製品D,単発,5,45039,225195,Saturday,2,1
2025-02-08,四国,鈴木一郎,製品B,単発,2,46733,93466,Saturday,2,1
2025-02-08,東北,鈴木一郎,サービスX,保守,3,62199,186597,Saturday,2,1
2025-02-08,関東,佐藤花子,製品A,サブスク,4,28492,113968,Saturday,2,1
2025-02-08,関東,佐藤花子,製品D,単発,4,61661,246644,Saturday,2,1
2025-02-08,中部,伊藤健太,サービスY,保守,2,62796,125592,Saturday,2,1
2025-02-08,近畿,渡辺さくら,製品A,サブスク,4,35096,140384,Saturday,2,1
2025-02-08,近畿,山本大輔,製品A,サブスク,1,17203,17203,Saturday,2,1
2025-02-08,関東,鈴木一郎,サービスY,保守,3,56601,169803,Saturday,2,1
2025-02-08,関東,伊藤健太,製品E,追加オプション,2,9415,18830,Saturday,2,1
2025-02-08,関東,高橋美咲,サービスY,保守,3,76914,230742,Saturday,2,1
2025-02-08,関東,中村愛,製品D,単発,1,39228,39228,Saturday,2,1
2025-02-08,近畿,伊藤健太,サービスX,保守,5,69140,345700,Saturday,2,1
2025-02-08,関東,山本大輔,製品E,追加オプション,2,10723,21446,Saturday,2,1
2025-02-08,近畿,鈴木一郎,製品B,単発,4,46650,186600,Saturday,2,1
2025-02-08,九州,高橋美咲,サービスY,保守,5,85464,427320,Saturday,2,1
2025-02-09,中部,伊藤健太,製品D,単発,5,40736,203680,Sunday,2,1
2025-02-09,関東,中村愛,製品D,単発,2,40399,80798,Sunday,2,1
2025-02-09,中部,佐藤花子,サービスX,保守,2,90248,180496,Sunday,2,1
2025-02-09,関東,佐藤花子,サービスY,保守,5,69734,348670,Sunday,2,1
2025-02-09,中国,佐藤花子,製品B,単発,5,51575,257875,Sunday,2,1
2025-02-09,中部,田中太郎,製品A,サブスク,1,34931,34931,Sunday,2,1
2025-02-09,東北,伊藤健太,製品B,単発,5,37756,188780,Sunday,2,1
2025-02-09,関東,田中太郎,製品C,サブスク,1,27688,27688,Sunday,2,1
2025-02-09,近畿,渡辺さくら,製品A,サブスク,2,32549,65098,Sunday,2,1
2025-02-09,近畿,中村愛,製品A,サブスク,5,19637,98185,Sunday,2,1
2025-02-09,関東,田中太郎,製品C,サブスク,1,28928,28928,Sunday,2,1
2025-02-09,中国,伊藤健太,製品E,追加オプション,2,14895,29790,Sunday,2,1
2025-02-09,中部,高橋美咲,製品D,単発,5,41418,207090,Sunday,2,1
2025-02-09,東北,高橋美咲,サービスY,保守,1,73491,73491,Sunday,2,1
2025-02-09,関東,中村愛,製品C,サブスク,1,22915,22915,Sunday,2,1
2025-02-09,関東,山本大輔,製品C,サブスク,3,17261,51783,Sunday,2,1
2025-02-09,北海道,山本大輔,製品A,サブスク,4,20999,83996,Sunday,2,1
2025-02-09,関東,伊藤健太,製品D,単発,3,46179,138537,Sunday,2,1
2025-02-09,関東,鈴木一郎,製品C,サブスク,1,23916,23916,Sunday,2,1
2025-02-09,関東,伊藤健太,サービスY,保守,1,70060,70060,Sunday,2,1
2025-02-09,関東,山本大輔,サービスY,保守,3,75958,227874,Sunday,2,1
2025-02-09,関東,山本大輔,製品A,サブスク,4,25766,103064,Sunday,2,1
2025-02-09,関東,山本大輔,製品A,サブスク,3,25739,77217,Sunday,2,1
2025-02-09,中部,伊藤健太,製品A,サブスク,2,23010,46020,Sunday,2,1
2025-02-09,北海道,田中太郎,製品B,単発,1,41199,41199,Sunday,2,1
2025-02-09,中部,佐藤花子,製品C,サブスク,5,26299,131495,Sunday,2,1
2025-02-09,東北,田中太郎,製品D,単発,3,65529,196587,Sunday,2,1
2025-02-09,北海道,鈴木一郎,製品E,追加オプション,4,17120,68480,Sunday,2,1
2025-02-09,近畿,佐藤花子,製品B,単発,5,45938,229690,Sunday,2,1
2025-02-09,関東,鈴木一郎,製品B,単発,5,47353,236765,Sunday,2,1
2025-02-09,関東,伊藤健太,製品B,単発,1,39958,39958,Sunday,2,1
2025-02-09,九州,渡辺さくら,サービスX,保守,4,135483,541932,Sunday,2,1
2025-02-09,四国,田中太郎,製品D,単発,2,49146,98292,Sunday,2,1
2025-02-09,四国,渡辺さくら,サービスY,保守,5,79766,398830,Sunday,2,1
2025-02-09,中部,高橋美咲,サービスX,保守,1,71242,71242,Sunday,2,1
2025-02-10,近畿,佐藤花子,製品A,サブスク,1,63557,63557,Monday,2,1
2025-02-10,中部,佐藤花子,製品C,サブスク,4,45444,181776,Monday,2,1
2025-02-10,関東,山本大輔,サービスX,保守,1,103321,103321,Monday,2,1
2025-02-10,北海道,高橋美咲,製品B,単発,5,64887,324435,Monday,2,1
2025-02-10,北海道,渡辺さくら,サービスX,保守,3,203750,611250,Monday,2,1
2025-02-10,中部,中村愛,サービスY,保守,1,140338,140338,Monday,2,1
2025-02-10,中部,伊藤健太,サービスX,保守,4,194381,777524,Monday,2,1
2025-02-10,中部,山本大輔,製品D,単発,2,57512,115024,Monday,2,1
2025-02-10,関東,伊藤健太,製品A,サブスク,2,48290,96580,Monday,2,1
2025-02-10,北海道,中村愛,サービスY,保守,5,125261,626305,Monday,2,1
2025-02-10,関東,田中太郎,製品B,単発,1,86418,86418,Monday,2,1
2025-02-10,九州,鈴木一郎,製品A,サブスク,1,45094,45094,Monday,2,1
2025-02-10,関東,渡辺さくら,製品E,追加オプション,5,27781,138905,Monday,2,1
2025-02-10,関東,伊藤健太,製品B,単発,5,54522,272610,Monday,2,1
2025-02-10,近畿,田中太郎,製品B,単発,3,107426,322278,Monday,2,1
2025-02-10,関東,田中太郎,製品B,単発,2,96707,193414,Monday,2,1
2025-02-10,中部,中村愛,サービスY,保守,2,137098,274196,Monday,2,1
2025-02-10,東北,中村愛,サービスX,保守,4,202620,810480,Monday,2,1
2025-02-10,関東,山本大輔,サービスY,保守,3,109783,329349,Monday,2,1
2025-02-10,東北,佐藤花子,製品B,単発,5,102086,510430,Monday,2,1
2025-02-10,中部,山本大輔,製品A,サブスク,4,29104,116416,Monday,2,1
2025-02-10,東北,伊藤健太,製品B,単発,1,56151,56151,Monday,2,1
2025-02-10,関東,高橋美咲,製品E,追加オプション,5,31816,159080,Monday,2,1
2025-02-10,中部,山本大輔,製品E,追加オプション,4,23010,92040,Monday,2,1
2025-02-10,関東,田中太郎,製品C,サブスク,3,39633,118899,Monday,2,1
2025-02-10,関東,田中太郎,サービスY,保守,2,162448,324896,Monday,2,1
2025-02-10,北海道,田中太郎,製品C,サブスク,1,42913,42913,Monday,2,1
2025-02-10,近畿,山本大輔,製品E,追加オプション,5,26490,132450,Monday,2,1
2025-02-10,北海道,高橋美咲,製品A,サブスク,5,51238,256190,Monday,2,1
2025-02-10,近畿,渡辺さくら,サービスX,保守,3,186061,558183,Monday,2,1
2025-02-10,近畿,山本大輔,製品C,サブスク,5,24212,121060,Monday,2,1
2025-02-10,中部,伊藤健太,サービスX,保守,3,176511,529533,Monday,2,1
2025-02-10,東北,田中太郎,製品E,追加オプション,5,31486,157430,Monday,2,1
2025-02-10,近畿,渡辺さくら,製品C,サブスク,1,32122,32122,Monday,2,1
2025-02-10,東北,渡辺さくら,サービスY,保守,2,180276,360552,Monday,2,1
2025-02-11,東北,中村愛,製品A,サブスク,3,49272,147816,Tuesday,2,1
2025-02-11,関東,田中太郎,サービスY,保守,2,134731,269462,Tuesday,2,1
2025-02-11,関東,伊藤健太,製品C,サブスク,3,18630,55890,Tuesday,2,1
2025-02-11,近畿,伊藤健太,サービスY,保守,2,110038,220076,Tuesday,2,1
2025-02-11,中部,山本大輔,サービスY,保守,5,115674,578370,Tuesday,2,1
2025-02-11,中国,中村愛,製品D,単発,5,79564,397820,Tuesday,2,1
2025-02-11,関東,中村愛,サービスY,保守,4,114915,459660,Tuesday,2,1
2025-02-11,関東,佐藤花子,製品A,サブスク,5,60172,300860,Tuesday,2,1
2025-02-11,関東,鈴木一郎,製品D,単発,4,65491,261964,Tuesday,2,1
2025-02-11,関東,田中太郎,製品A,サブスク,1,57709,57709,Tuesday,2,1
2025-02-11,関東,山本大輔,サービスY,保守,4,122649,490596,Tuesday,2,1
2025-02-11,関東,鈴木一郎,サービスX,保守,1,140351,140351,Tuesday,2,1
2025-02-11,関東,渡辺さくら,製品A,サブスク,5,49765,248825,Tuesday,2,1
2025-02-11,近畿,田中太郎,サービスY,保守,3,183788,551364,Tuesday,2,1
2025-02-11,近畿,高橋美咲,サービスX,保守,4,182023,728092,Tuesday,2,1
2025-02-11,中部,山本大輔,製品B,単発,3,69021,207063,Tuesday,2,1
2025-02-11,関東,渡辺さくら,製品A,サブスク,3,52835,158505,Tuesday,2,1
2025-02-11,関東,渡辺さくら,製品B,単発,2,77820,155640,Tuesday,2,1
2025-02-11,九州,伊藤健太,製品B,単発,1,59310,59310,Tuesday,2,1
2025-02-11,近畿,山本大輔,製品D,単発,1,53834,53834,Tuesday,2,1
2025-02-11,近畿,伊藤健太,サービスX,保守,1,127198,127198,Tuesday,2,1
2025-02-11,関東,高橋美咲,製品A,サブスク,5,34042,170210,Tuesday,2,1
2025-02-11,九州,渡辺さくら,製品C,サブスク,5,32512,162560,Tuesday,2,1
2025-02-12,関東,山本大輔,サービスY,保守,2,71404,142808,Wednesday,2,1
2025-02-12,近畿,佐藤花子,製品C,サブスク,1,25795,25795,Wednesday,2,1
2025-02-12,中部,伊藤健太,製品D,単発,3,80358,241074,Wednesday,2,1
2025-02-12,中部,佐藤花子,製品C,サブスク,2,47407,94814,Wednesday,2,1
2025-02-12,中部,佐藤花子,製品A,サブスク,5,49315,246575,Wednesday,2,1
2025-02-12,中国,伊藤健太,サービスY,保守,5,86307,431535,Wednesday,2,1
2025-02-12,中部,高橋美咲,製品D,単発,5,88600,443000,Wednesday,2,1
2025-02-12,九州,山本大輔,製品E,追加オプション,1,25324,25324,Wednesday,2,1
2025-02-12,関東,高橋美咲,サービスX,保守,1,164482,164482,Wednesday,2,1
2025-02-12,関東,伊藤健太,サービスX,保守,2,129355,258710,Wednesday,2,1
2025-02-12,関東,伊藤健太,製品E,追加オプション,5,17966,89830,Wednesday,2,1
2025-02-12,中部,伊藤健太,製品E,追加オプション,1,21182,21182,Wednesday,2,1
2025-02-12,関東,鈴木一郎,製品D,単発,3,88613,265839,Wednesday,2,1
2025-02-12,四国,伊藤健太,サービスY,保守,4,115529,462116,Wednesday,2,1
2025-02-12,中部,高橋美咲,サービスY,保守,1,90845,90845,Wednesday,2,1
2025-02-12,近畿,高橋美咲,製品E,追加オプション,3,30905,92715,Wednesday,2,1
2025-02-12,関東,渡辺さくら,サービスX,保守,4,163727,654908,Wednesday,2,1
2025-02-12,近畿,中村愛,サービスX,保守,2,151726,303452,Wednesday,2,1
2025-02-12,東北,鈴木一郎,サービスX,保守,1,189539,189539,Wednesday,2,1
2025-02-12,近畿,佐藤花子,製品D,単発,4,102856,411424,Wednesday,2,1
2025-02-12,四国,佐藤花子,製品D,単発,2,87730,175460,Wednesday,2,1
2025-02-12,関東,佐藤花子,製品B,単発,1,86393,86393,Wednesday,2,1
2025-02-12,関東,佐藤花子,製品B,単発,3,62212,186636,Wednesday,2,1
2025-02-12,中国,渡辺さくら,製品B,単発,4,93918,375672,Wednesday,2,1
2025-02-12,四国,高橋美咲,製品E,追加オプション,2,28492,56984,Wednesday,2,1
2025-02-12,近畿,渡辺さくら,サービスX,保守,5,123394,616970,Wednesday,2,1
2025-02-12,関東,高橋美咲,製品B,単発,4,73581,294324,Wednesday,2,1
2025-02-12,近畿,中村愛,製品D,単発,4,77893,311572,Wednesday,2,1
2025-02-12,近畿,中村愛,サービスX,保守,2,113821,227642,Wednesday,2,1
2025-02-12,関東,高橋美咲,製品B,単発,5,56440,282200,Wednesday,2,1
2025-02-12,東北,山本大輔,製品C,サブスク,1,25057,25057,Wednesday,2,1
2025-02-12,関東,山本大輔,製品A,サブスク,3,32699,98097,Wednesday,2,1
2025-02-12,中部,佐藤花子,サービスY,保守,1,179673,179673,Wednesday,2,1
2025-02-12,東北,高橋美咲,製品C,サブスク,4,24892,99568,Wednesday,2,1
2025-02-12,中部,中村愛,サービスX,保守,5,189759,948795,Wednesday,2,1
2025-02-12,中国,田中太郎,製品A,サブスク,5,42875,214375,Wednesday,2,1
2025-02-13,中国,田中太郎,サービスY,保守,2,119156,238312,Thursday,2,1
2025-02-13,関東,鈴木一郎,サービスX,保守,2,121140,242280,Thursday,2,1
2025-02-13,中国,佐藤花子,サービスX,保守,1,223329,223329,Thursday,2,1
2025-02-13,中部,山本大輔,製品B,単発,2,51301,102602,Thursday,2,1
2025-02-13,東北,山本大輔,製品D,単発,4,55322,221288,Thursday,2,1
2025-02-13,関東,中村愛,製品D,単発,2,84775,169550,Thursday,2,1
2025-02-13,関東,田中太郎,製品B,単発,5,86946,434730,Thursday,2,1
2025-02-13,九州,山本大輔,製品C,サブスク,5,20095,100475,Thursday,2,1
2025-02-13,関東,佐藤花子,製品D,単発,1,107725,107725,Thursday,2,1
2025-02-13,中部,田中太郎,製品B,単発,4,68852,275408,Thursday,2,1
2025-02-13,北海道,伊藤健太,サービスY,保守,1,73848,73848,Thursday,2,1
2025-02-13,近畿,山本大輔,製品E,追加オプション,5,20741,103705,Thursday,2,1
2025-02-13,北海道,中村愛,製品C,サブスク,3,42892,128676,Thursday,2,1
2025-02-13,関東,佐藤花子,製品D,単発,3,96498,289494,Thursday,2,1
2025-02-13,東北,佐藤花子,製品E,追加オプション,3,21107,63321,Thursday,2,1
2025-02-13,東北,高橋美咲,サービスY,保守,4,162516,650064,Thursday,2,1
2025-02-13,関東,鈴木一郎,製品C,サブスク,3,23903,71709,Thursday,2,1
2025-02-13,九州,伊藤健太,サービスX,保守,1,100514,100514,Thursday,2,1
2025-02-13,中部,中村愛,製品A,サブスク,5,43240,216200,Thursday,2,1
2025-02-13,近畿,鈴木一郎,サービスX,保守,4,140150,560600,Thursday,2,1
2025-02-13,関東,高橋美咲,製品B,単発,1,61529,61529,Thursday,2,1
2025-02-13,中部,渡辺さくら,製品C,サブスク,3,26402,79206,Thursday,2,1
2025-02-13,北海道,山本大輔,製品D,単発,5,67463,337315,Thursday,2,1
2025-02-13,関東,伊藤健太,サービスX,保守,4,131534,526136,Thursday,2,1
2025-02-13,四国,佐藤花子,製品D,単発,2,85574,171148,Thursday,2,1
2025-02-13,関東,渡辺さくら,製品B,単発,3,93161,279483,Thursday,2,1
2025-02-13,関東,中村愛,サービスX,保守,1,129677,129677,Thursday,2,1
2025-02-13,中国,鈴木一郎,製品C,サブスク,4,28225,112900,Thursday,2,1
2025-02-13,近畿,渡辺さくら,サービスY,保守,3,149987,449961,Thursday,2,1
2025-02-13,中部,伊藤健太,製品E,追加オプション,5,15345,76725,Thursday,2,1
2025-02-13,中部,鈴木一郎,製品E,追加オプション,5,24823,124115,Thursday,2,1
2025-02-13,関東,山本大輔,製品E,追加オプション,3,18077,54231,Thursday,2,1
2025-02-13,中国,伊藤健太,サービスY,保守,4,89357,357428,Thursday,2,1
2025-02-13,北海道,渡辺さくら,製品C,サブスク,4,41640,166560,Thursday,2,1
2025-02-13,東北,渡辺さくら,サービスY,保守,3,103374,310122,Thursday,2,1
2025-02-14,中部,伊藤健太,製品C,サブスク,1,41027,41027,Friday,2,1
2025-02-14,近畿,渡辺さくら,製品D,単発,4,130393,521572,Friday,2,1
2025-02-14,中国,佐藤花子,サービスY,保守,3,123156,369468,Friday,2,1
2025-02-14,近畿,山本大輔,製品B,単発,2,68273,136546,Friday,2,1
2025-02-14,九州,伊藤健太,サービスX,保守,5,174075,870375,Friday,2,1
2025-02-14,関東,鈴木一郎,製品E,追加オプション,3,32964,98892,Friday,2,1
2025-02-14,近畿,鈴木一郎,製品D,単発,5,82705,413525,Friday,2,1
2025-02-14,関東,田中太郎,サービスY,保守,3,171954,515862,Friday,2,1
2025-02-14,関東,中村愛,製品D,単発,1,120150,120150,Friday,2,1
2025-02-14,中国,田中太郎,サービスY,保守,2,203266,406532,Friday,2,1
2025-02-14,関東,田中太郎,サービスY,保守,4,211942,847768,Friday,2,1
2025-02-14,北海道,鈴木一郎,製品E,追加オプション,4,30530,122120,Friday,2,1
2025-02-14,北海道,鈴木一郎,サービスY,保守,3,114182,342546,Friday,2,1
2025-02-14,中部,鈴木一郎,製品B,単発,3,81841,245523,Friday,2,1
2025-02-14,北海道,山本大輔,サービスY,保守,1,87792,87792,Friday,2,1
2025-02-14,関東,田中太郎,製品C,サブスク,5,49518,247590,Friday,2,1
2025-02-14,関東,中村愛,サービスY,保守,1,137505,137505,Friday,2,1
2025-02-14,中国,佐藤花子,製品D,単発,4,102053,408212,Friday,2,1
2025-02-14,九州,伊藤健太,製品B,単発,3,80650,241950,Friday,2,1
2025-02-14,中部,伊藤健太,サービスX,保守,4,183660,734640,Friday,2,1
2025-02-14,九州,中村愛,サービスY,保守,2,138162,276324,Friday,2,1
2025-02-14,北海道,田中太郎,製品A,サブスク,1,70270,70270,Friday,2,1
2025-02-14,関東,高橋美咲,製品B,単発,5,79205,396025,Friday,2,1
2025-02-14,近畿,高橋美咲,製品D,単発,2,96445,192890,Friday,2,1
2025-02-14,近畿,高橋美咲,製品B,単発,4,85951,343804,Friday,2,1
2025-02-14,関東,高橋美咲,製品E,追加オプション,1,29030,29030,Friday,2,1
2025-02-15,近畿,高橋美咲,製品E,追加オプション,3,13316,39948,Saturday,2,1
2025-02-15,関東,田中太郎,製品E,追加オプション,3,21928,65784,Saturday,2,1
2025-02-15,関東,中村愛,製品A,サブスク,1,21633,21633,Saturday,2,1
2025-02-15,中部,山本大輔,製品E,追加オプション,1,13989,13989,Saturday,2,1
2025-02-15,中国,中村愛,サービスX,保守,4,107950,431800,Saturday,2,1
2025-02-15,中部,渡辺さくら,製品A,サブスク,2,27106,54212,Saturday,2,1
2025-02-15,中国,田中太郎,製品D,単発,1,60215,60215,Saturday,2,1
2025-02-15,近畿,渡辺さくら,製品D,単発,1,53520,53520,Saturday,2,1
2025-02-15,関東,佐藤花子,製品D,単発,2,68169,136338,Saturday,2,1
2025-02-15,中部,高橋美咲,サービスX,保守,1,116583,116583,Saturday,2,1
2025-02-15,関東,田中太郎,製品E,追加オプション,4,23714,94856,Saturday,2,1
2025-02-15,中部,鈴木一郎,サービスX,保守,5,81414,407070,Saturday,2,1
2025-02-15,中部,高橋美咲,製品B,単発,1,52671,52671,Saturday,2,1
2025-02-15,近畿,山本大輔,製品E,追加オプション,2,8397,16794,Saturday,2,1
2025-02-15,近畿,山本大輔,製品D,単発,4,49995,199980,Saturday,2,1
2025-02-15,東北,佐藤花子,製品A,サブスク,2,36650,73300,Saturday,2,1
2025-02-15,関東,佐藤花子,製品B,単発,1,43342,43342,Saturday,2,1
2025-02-15,近畿,伊藤健太,製品C,サブスク,1,21128,21128,Saturday,2,1
2025-02-15,四国,高橋美咲,製品A,サブスク,2,28534,57068,Saturday,2,1
2025-02-15,近畿,田中太郎,サービスY,保守,4,74431,297724,Saturday,2,1
2025-02-15,近畿,中村愛,サービスX,保守,2,104351,208702,Saturday,2,1
2025-02-15,東北,伊藤健太,サービスX,保守,1,88658,88658,Saturday,2,1
2025-02-15,北海道,高橋美咲,サービスY,保守,5,72325,361625,Saturday,2,1
2025-02-15,近畿,中村愛,サービスY,保守,3,56072,168216,Saturday,2,1
2025-02-15,関東,佐藤花子,サービスX,保守,1,141456,141456,Saturday,2,1
2025-02-15,関東,伊藤健太,製品D,単発,4,39138,156552,Saturday,2,1
2025-02-15,関東,佐藤花子,製品B,単発,4,42389,169556,Saturday,2,1
2025-02-15,中部,渡辺さくら,製品C,サブスク,5,17221,86105,Saturday,2,1
2025-02-16,東北,田中太郎,製品D,単発,5,55769,278845,Sunday,2,1
2025-02-16,関東,渡辺さくら,製品D,単発,5,67911,339555,Sunday,2,1
2025-02-16,中部,田中太郎,サービスY,保守,3,94764,284292,Sunday,2,1
2025-02-16,中国,佐藤花子,製品C,サブスク,1,27128,27128,Sunday,2,1
2025-02-16,中部,中村愛,製品B,単発,1,47509,47509,Sunday,2,1
2025-02-16,近畿,佐藤花子,製品A,サブスク,3,25289,75867,Sunday,2,1
2025-02-16,関東,中村愛,サービスY,保守,3,76824,230472,Sunday,2,1
2025-02-16,近畿,田中太郎,製品B,単発,1,45521,45521,Sunday,2,1
2025-02-16,中部,中村愛,製品C,サブスク,4,20473,81892,Sunday,2,1
2025-02-16,北海道,中村愛,製品A,サブスク,1,29694,29694,Sunday,2,1
2025-02-16,近畿,高橋美咲,製品D,単発,4,47182,188728,Sunday,2,1
2025-02-16,中部,伊藤健太,製品D,単発,5,38966,194830,Sunday,2,1
2025-02-16,中国,高橋美咲,製品C,サブスク,4,13690,54760,Sunday,2,1
2025-02-16,関東,中村愛,製品B,単発,2,36426,72852,Sunday,2,1
2025-02-16,関東,渡辺さくら,製品D,単発,3,58320,174960,Sunday,2,1
2025-02-16,関東,山本大輔,製品D,単発,4,32061,128244,Sunday,2,1
2025-02-16,中部,鈴木一郎,製品E,追加オプション,2,15295,30590,Sunday,2,1
2025-02-16,近畿,渡辺さくら,製品E,追加オプション,4,10876,43504,Sunday,2,1
2025-02-16,北海道,高橋美咲,製品E,追加オプション,4,15542,62168,Sunday,2,1
2025-02-16,関東,中村愛,製品C,サブスク,5,21621,108105,Sunday,2,1
2025-02-16,中部,鈴木一郎,製品C,サブスク,3,21661,64983,Sunday,2,1
2025-02-16,九州,佐藤花子,サービスY,保守,4,68282,273128,Sunday,2,1
2025-02-16,中部,田中太郎,製品E,追加オプション,2,16662,33324,Sunday,2,1
2025-02-16,中部,渡辺さくら,製品D,単発,5,56078,280390,Sunday,2,1
2025-02-16,関東,佐藤花子,サービスX,保守,3,105551,316653,Sunday,2,1
2025-02-16,関東,鈴木一郎,サービスX,保守,5,78402,392010,Sunday,2,1
2025-02-16,九州,山本大輔,製品A,サブスク,4,25595,102380,Sunday,2,1
2025-02-16,中国,田中太郎,製品E,追加オプション,3,20843,62529,Sunday,2,1
2025-02-16,四国,山本大輔,製品D,単発,3,37868,113604,Sunday,2,1
2025-02-16,中国,山本大輔,サービスY,保守,4,62604,250416,Sunday,2,1
2025-02-16,東北,中村愛,サービスY,保守,1,60408,60408,Sunday,2,1
2025-02-16,近畿,佐藤花子,サービスX,保守,5,123826,619130,Sunday,2,1
2025-02-16,関東,佐藤花子,製品B,単発,2,55451,110902,Sunday,2,1
2025-02-16,関東,高橋美咲,サービスY,保守,1,57552,57552,Sunday,2,1
2025-02-16,関東,渡辺さくら,製品C,サブスク,2,28039,56078,Sunday,2,1
2025-02-16,中部,佐藤花子,製品A,サブスク,4,34116,136464,Sunday,2,1
2025-02-16,関東,渡辺さくら,製品D,単発,5,65561,327805,Sunday,2,1
2025-02-16,関東,佐藤花子,製品D,単発,3,69643,208929,Sunday,2,1
2025-02-16,関東,鈴木一郎,サービスY,保守,3,64906,194718,Sunday,2,1
2025-02-16,近畿,佐藤花子,製品E,追加オプション,1,19062,19062,Sunday,2,1
2025-02-17,中国,佐藤花子,製品A,サブスク,5,62424,312120,Monday,2,1
2025-02-17,中国,中村愛,製品C,サブスク,1,30149,30149,Monday,2,1
2025-02-17,関東,田中太郎,サービスX,保守,1,158821,158821,Monday,2,1
2025-02-17,関東,中村愛,製品B,単発,2,74639,149278,Monday,2,1
2025-02-17,関東,高橋美咲,サービスX,保守,1,162247,162247,Monday,2,1
2025-02-17,九州,山本大輔,製品D,単発,5,78085,390425,Monday,2,1
2025-02-17,北海道,中村愛,製品E,追加オプション,1,22992,22992,Monday,2,1
2025-02-17,東北,高橋美咲,サービスY,保守,4,182018,728072,Monday,2,1
2025-02-17,九州,中村愛,製品B,単発,2,94242,188484,Monday,2,1
2025-02-17,東北,田中太郎,製品C,サブスク,2,41858,83716,Monday,2,1
2025-02-17,関東,佐藤花子,製品D,単発,1,126473,126473,Monday,2,1
